issue_time_utc,run_time_utc,valid_time_utc,lead_hour,model_version,run_id,weather_sha256,predicted_power,unit
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-19 20:00:00+00:00,1,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.9221793827389366,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-19 21:00:00+00:00,2,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.1816194523752679,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-19 22:00:00+00:00,3,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.2610003151927704,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-19 23:00:00+00:00,4,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.3987443242186868,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 00:00:00+00:00,5,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.3917994429518943,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 01:00:00+00:00,6,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.2098984930521783,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 02:00:00+00:00,7,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.1785918221348064,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 03:00:00+00:00,8,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,1.1460402747299125,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 04:00:00+00:00,9,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.8490990364825918,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 05:00:00+00:00,10,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.5659649753902254,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 06:00:00+00:00,11,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.5048346256303966,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 07:00:00+00:00,12,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.3244265667927114,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 08:00:00+00:00,13,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.25971217453703005,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 09:00:00+00:00,14,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.15368891052734596,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 10:00:00+00:00,15,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.08075131342575004,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 11:00:00+00:00,16,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.06052650019194622,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 12:00:00+00:00,17,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.042440618421901666,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 13:00:00+00:00,18,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.029258556140960013,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 14:00:00+00:00,19,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.11888030949454581,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 15:00:00+00:00,20,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.505272160496881,one_turbine_nameplate_equivalent
2026-02-19 19:00:00+00:00,2026-02-19 12:00:00+00:00,2026-02-20 16:00:00+00:00,21,7a9f78e7185f367e,50cdda18c4924a004303,333181c426f3c5904e9a3c6a5133fcb64c1481c0f0896105f94a6439d8936d00,0.8871203753558804,one_turbine_nameplate_equivalent
