issue_time_utc,run_time_utc,valid_time_utc,lead_hour,model_version,run_id,weather_sha256,predicted_power,unit
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-18 20:00:00+00:00,1,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.5626398284100289,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-18 21:00:00+00:00,2,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.573025303821322,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-18 22:00:00+00:00,3,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.5637371236828703,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-18 23:00:00+00:00,4,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.5456601697459371,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-19 00:00:00+00:00,5,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.47572370163088396,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-19 01:00:00+00:00,6,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.4423203909086433,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-19 02:00:00+00:00,7,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.34086933217236415,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-19 03:00:00+00:00,8,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.38399055133197263,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-19 04:00:00+00:00,9,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.443234823383875,one_turbine_nameplate_equivalent
2026-02-18 19:00:00+00:00,2026-02-18 12:00:00+00:00,2026-02-19 05:00:00+00:00,10,bf3acae84b67ba31,982304903e0b73fda60a,fc02443abec324dffccbea26fc6a5e28a02636d10f2bc3af76c3b54628e1b5de,0.42074519999265125,one_turbine_nameplate_equivalent
