issue_time_utc,run_time_utc,valid_time_utc,lead_hour,model_version,run_id,weather_sha256,predicted_power,unit
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-07 20:00:00+00:00,1,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.5201537755686612,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-07 21:00:00+00:00,2,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.4410954559534965,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-07 22:00:00+00:00,3,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.5577805926030663,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-07 23:00:00+00:00,4,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.6127447826139614,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 00:00:00+00:00,5,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.5698665719366864,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 01:00:00+00:00,6,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.3064318546713585,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 02:00:00+00:00,7,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.7657522821316258,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 03:00:00+00:00,8,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.3610136102906263,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 04:00:00+00:00,9,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.11369584152400941,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 05:00:00+00:00,10,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.04523265560271107,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 06:00:00+00:00,11,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.0332056000324987,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 07:00:00+00:00,12,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.02736992108950928,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 08:00:00+00:00,13,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.08151720946667351,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 09:00:00+00:00,14,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,0.36488976236594384,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 10:00:00+00:00,15,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.403245672733211,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 11:00:00+00:00,16,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9341166480993568,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 12:00:00+00:00,17,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9405845618205029,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 13:00:00+00:00,18,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.940139355825375,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 14:00:00+00:00,19,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9443865468458705,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 15:00:00+00:00,20,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.942765514926048,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 16:00:00+00:00,21,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9420773425556312,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 17:00:00+00:00,22,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9362443819425794,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 18:00:00+00:00,23,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9337697335891035,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 19:00:00+00:00,24,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.928348837879895,one_turbine_nameplate_equivalent
2026-02-07 19:00:00+00:00,2026-02-07 12:00:00+00:00,2026-02-08 20:00:00+00:00,25,bf3acae84b67ba31,a146f343d09c25467051,4e27c3fc5228d85e4a09c214c12f18874a4d09537c0424a61adc0d14638691ad,1.9109864360367461,one_turbine_nameplate_equivalent
