issue_time_utc,run_time_utc,valid_time_utc,turbine_id,lead_hour,predicted_power,model_version,run_id,weather_sha256,weather_source,weather_model,assumed_available_at_utc,requested_latitude,requested_longitude,grid_latitude,grid_longitude,valid_time_local
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-05 20:00:00+00:00,1,1,0.18168024988774487,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 01:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-05 21:00:00+00:00,1,2,0.17153132748731748,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 02:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-05 22:00:00+00:00,1,3,0.16119532357442157,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 03:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-05 23:00:00+00:00,1,4,0.10817785035339811,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 04:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 00:00:00+00:00,1,5,0.08795961949927103,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 05:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 01:00:00+00:00,1,6,0.03782038122988465,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 06:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 02:00:00+00:00,1,7,0.3542591465440321,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 07:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 03:00:00+00:00,1,8,0.5593366513149823,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 08:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 04:00:00+00:00,1,9,0.3224913738037647,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 09:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 05:00:00+00:00,1,10,0.06822625568733673,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 10:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 06:00:00+00:00,1,11,0.06834848974049343,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 11:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 07:00:00+00:00,1,12,0.8631197143258583,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 12:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 08:00:00+00:00,1,13,0.9566661566057488,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 13:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 09:00:00+00:00,1,14,0.9594515835717737,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 14:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 10:00:00+00:00,1,15,0.966892208666563,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 15:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 11:00:00+00:00,1,16,0.9705595115088882,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 16:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 12:00:00+00:00,1,17,0.9707009306494924,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 17:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 13:00:00+00:00,1,18,0.9734740986229808,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 18:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 14:00:00+00:00,1,19,0.9753231758100493,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 19:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 15:00:00+00:00,1,20,0.9778211146308381,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 20:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 16:00:00+00:00,1,21,0.9791281821214334,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 21:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 17:00:00+00:00,1,22,0.969046174002747,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 22:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 18:00:00+00:00,1,23,0.9292904835045068,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-06 23:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 19:00:00+00:00,1,24,0.5989346171515391,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 00:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 20:00:00+00:00,1,25,0.240925630761157,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 01:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 21:00:00+00:00,1,26,0.22031458677639992,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 02:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 22:00:00+00:00,1,27,0.25044166991054817,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 03:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-06 23:00:00+00:00,1,28,0.22898418487245387,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 04:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 00:00:00+00:00,1,29,0.20256574142540318,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 05:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 01:00:00+00:00,1,30,0.07774776891398502,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 06:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 02:00:00+00:00,1,31,0.027304787089956855,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 07:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 03:00:00+00:00,1,32,0.023030016045181352,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 08:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 04:00:00+00:00,1,33,0.021713154614877238,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 09:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 05:00:00+00:00,1,34,0.01646459409860409,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 10:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 06:00:00+00:00,1,35,0.02150570923130474,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 11:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 07:00:00+00:00,1,36,0.07635042179624926,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 12:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 08:00:00+00:00,1,37,0.13927848871245568,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 13:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 09:00:00+00:00,1,38,0.09274573597612225,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 14:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 10:00:00+00:00,1,39,0.07039045712064787,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 15:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 11:00:00+00:00,1,40,0.08838405511060234,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 16:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 12:00:00+00:00,1,41,0.054670183703641795,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 17:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 13:00:00+00:00,1,42,0.12936403440788657,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 18:00:00+05:00
2026-02-05 19:00:00+00:00,2026-02-05 12:00:00+00:00,2026-02-07 14:00:00+00:00,1,43,0.5603082665336704,bf3acae84b67ba31,9b9a65bed76112ad6550,c94b0001ae6647f49aafb2094fba5d8461b485f236e6e5fba0ce52e15947b099,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-05 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-07 19:00:00+05:00
