issue_time_utc,run_time_utc,valid_time_utc,turbine_id,lead_hour,predicted_power,model_version,run_id,weather_sha256,weather_source,weather_model,assumed_available_at_utc,requested_latitude,requested_longitude,grid_latitude,grid_longitude,valid_time_local
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-17 20:00:00+00:00,1,1,0.7018340009254298,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 01:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-17 21:00:00+00:00,1,2,0.7479880608825031,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 02:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-17 22:00:00+00:00,1,3,0.7553488543142846,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 03:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-17 23:00:00+00:00,1,4,0.7559495730202181,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 04:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-18 00:00:00+00:00,1,5,0.6470153391703588,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 05:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-18 01:00:00+00:00,1,6,0.35110265178188116,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 06:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-18 02:00:00+00:00,1,7,0.7631958521099989,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 07:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-18 03:00:00+00:00,1,8,0.8170908890785753,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 08:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-18 04:00:00+00:00,1,9,0.6188174792003416,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 09:00:00+05:00
2026-02-17 19:00:00+00:00,2026-02-17 12:00:00+00:00,2026-02-18 05:00:00+00:00,1,10,0.9129767005362788,bf3acae84b67ba31,285557dfe25182c32924,c90595bbf7189873000a4282d77f4e8b27a493bd1e6df80b23c687b9582f7da2,https://single-runs-api.open-meteo.com/v1/forecast,ecmwf_ifs,2026-02-17 19:00:00+00:00,43.64515,78.535604,43.620384,78.47891,2026-02-18 10:00:00+05:00
