month,family,issue_days,issue_day_coverage,mae,rmse,bias,mae_h1_24,mae_h25_48,n
2025-10,naive,31,1.0,0.29600472373485665,0.33580692376677446,0.04516301459957061,0.296786264253499,0.2952231832162143,2764
2025-10,isotonic,31,1.0,0.15409688540266742,0.20358366088758398,-0.005683147854273739,0.14255595762821363,0.1656378131771212,2764
2025-10,ridge,31,1.0,0.14819249806966497,0.1988818347692561,-0.0006367205074552062,0.13511746739709093,0.161267528742239,2764
2025-10,elastic_net,31,1.0,0.14868789529454074,0.19935534890098025,0.0005180117213190225,0.13636762294126234,0.16100816764781917,2764
2025-10,random_forest,31,1.0,0.14314675140077918,0.1971005394148684,0.01057835469808825,0.12873964555990575,0.1575538572416526,2764
2025-10,extra_trees,31,1.0,0.14217689569150171,0.1942094458936348,0.003733460461407792,0.12684788646703157,0.15750590491597188,2764
2025-10,hist_gradient_boosting,31,1.0,0.14405284963617634,0.19692646887248594,0.01747559924602857,0.13086702711727038,0.1572386721550823,2764
2025-10,catboost,31,1.0,0.12195712243665707,0.19056825797860247,-0.022093796094509836,0.10993500356867769,0.13397924130463648,2764
2025-10,mlp,31,1.0,0.1461166730366342,0.1940544198596713,0.011607774921928321,0.12537831463866414,0.1668550314346043,2764
2025-10,incumbent,31,1.0,0.12275300976602883,0.19086364954729443,-0.02171142269421,0.10980642814840243,0.1356995913836552,2764
2025-11,naive,30,1.0,0.32556167543385456,0.3937666325819486,-0.12204122310933686,0.3270625564842537,0.3240607943834553,2880
2025-11,isotonic,30,1.0,0.18593640809818052,0.23954452308260654,-0.04536530907452611,0.18299367785852766,0.18887913833783337,2880
2025-11,ridge,30,1.0,0.17022275866490036,0.22011666407950464,-0.00962433942351077,0.16640653321081328,0.1740389841189874,2880
2025-11,elastic_net,30,1.0,0.17287791993581855,0.2218634987494443,-0.006252439891399497,0.1691472706903702,0.17660856918126686,2880
2025-11,random_forest,30,1.0,0.15900126796853714,0.21412734781310352,-0.005032798041507191,0.1533441105572843,0.16465842537979,2880
2025-11,extra_trees,30,1.0,0.1607138363546245,0.21485151073510153,-0.00803151414321525,0.15527998001352622,0.16614769269572272,2880
2025-11,hist_gradient_boosting,30,1.0,0.15962435615820036,0.21350981679999606,0.0018655734595160272,0.15672695247586335,0.1625217598405374,2880
2025-11,catboost,30,1.0,0.147623938698271,0.22337383292724092,-0.03740141805358688,0.14452214618735787,0.15072573120918414,2880
2025-11,mlp,30,1.0,0.15440029049407794,0.20818624971926833,-0.011813504199298977,0.14855721745050435,0.16024336353765156,2880
2025-11,incumbent,30,1.0,0.14621400061699255,0.21928256210401303,-0.02743430895838183,0.142514373157599,0.14991362807638617,2880
2025-12,naive,31,1.0,0.3434819633954343,0.3828557600244037,-0.037779284121153084,0.3439294290649873,0.34303449772588124,2960
2025-12,isotonic,31,1.0,0.21623288561616358,0.28442039422681203,-0.03561587973550398,0.20976780014656388,0.2226979710857633,2960
2025-12,ridge,31,1.0,0.2057229937661823,0.2745848248141459,0.0031741183289277068,0.2002983865106562,0.21114760102170838,2960
2025-12,elastic_net,31,1.0,0.20685709519969236,0.2745423155240603,0.005894247899577651,0.20205685588584066,0.2116573345135441,2960
2025-12,random_forest,31,1.0,0.20344025344026803,0.2811785347403425,0.004628733289793235,0.19674421908865558,0.2101362877918804,2960
2025-12,extra_trees,31,1.0,0.20144657593097492,0.27480492713697724,0.0029205721505076035,0.19389500024557266,0.20899815161637714,2960
2025-12,hist_gradient_boosting,31,1.0,0.20705902067327722,0.28067949781730817,0.009053649478043284,0.20202169462707087,0.21209634671948357,2960
2025-12,catboost,31,1.0,0.18955425557683653,0.2875292276220182,-0.013817192035098026,0.18153714320228753,0.19757136795138555,2960
2025-12,mlp,31,1.0,0.19391894503347354,0.2749882277544395,-0.00993162647219646,0.18621077291543559,0.20162711715151155,2960
2025-12,incumbent,31,1.0,0.18845693626755616,0.283711813414272,-0.011226852806002642,0.18129698207153766,0.1956168904635747,2960
2026-01,naive,31,1.0,0.32750699200157196,0.35965333249842457,0.12574186685998423,0.32819717287366174,0.3267937731031538,2924
2026-01,isotonic,31,1.0,0.17556666519135053,0.2239573607194497,0.030431951188679703,0.16929717563449737,0.18204542839126978,2924
2026-01,ridge,31,1.0,0.17848657421589428,0.2284444104814901,0.07103180012204519,0.17266274949649751,0.1845047964224476,2924
2026-01,elastic_net,31,1.0,0.17979421016058084,0.22829279464251584,0.07189445310406749,0.17421125286525244,0.18556352486215108,2924
2026-01,random_forest,31,1.0,0.1740178636941967,0.2316105772181306,0.06055838084233138,0.16348468130123217,0.18490264049248967,2924
2026-01,extra_trees,31,1.0,0.17249403698891783,0.2259212076885302,0.06098906952177001,0.1620089943799055,0.1833290671120001,2924
2026-01,hist_gradient_boosting,31,1.0,0.1800452772143223,0.23569400039625293,0.05027587513464256,0.16815873991237143,0.1923285834943634,2924
2026-01,catboost,31,1.0,0.15921608893254754,0.23407512815793577,0.03982331191113437,0.14950829508472432,0.16924792596861518,2924
2026-01,mlp,31,1.0,0.17374801652101024,0.2329255528536927,0.038891972041363784,0.16097477553644163,0.18694762438128068,2924
2026-01,incumbent,31,1.0,0.15663265558972256,0.2309768853218854,0.03644017985190837,0.14593203983732453,0.16769045462175558,2924
