month,family,turbine_id,mae,rmse,bias,mae_h1_24,mae_h25_48,n
2025-10,naive,1,0.2943301037779843,0.3347642110167984,0.0449857921643641,0.2950809854325443,0.29357922212342424,1382
2025-10,naive,2,0.297679343691729,0.3368464088003746,0.045340237034777124,0.2984915430744537,0.2968671443090043,1382
2025-10,isotonic,1,0.15435967620859056,0.2037837059717894,-0.00423138865734096,0.14277516580935976,0.16594418660782134,1382
2025-10,isotonic,2,0.15383409459674427,0.20338341904192894,-0.007134907051206525,0.14233674944706748,0.16533143974642106,1382
2025-10,ridge,1,0.1490803560574967,0.19970577764986602,-0.0005478991617950819,0.13580682148226686,0.16235389063272654,1382
2025-10,ridge,2,0.14730464008183325,0.1980544641648697,-0.0007255418531153357,0.134428113311915,0.1601811668517515,1382
2025-10,elastic_net,1,0.14939482134045404,0.2001060537080744,-0.00018567858258835312,0.13688764295272923,0.1619019997281788,1382
2025-10,elastic_net,2,0.14798096924862744,0.19860180648786754,0.0012217020252264057,0.1358476029297954,0.16011433556745946,1382
2025-10,random_forest,1,0.1435343980871394,0.19740716478074732,0.009965736003062036,0.12894292780834232,0.15812586836593648,1382
2025-10,random_forest,2,0.14275910471441897,0.1967934362942298,0.011190973393114466,0.1285363633114692,0.1569818461173687,1382
2025-10,extra_trees,1,0.14265317735555808,0.1946419049690983,0.003070047472203918,0.12713894770109718,0.15816740701001894,1382
2025-10,extra_trees,2,0.1417006140274454,0.19377602168128502,0.004396873450611665,0.12655682523296596,0.15684440282192477,1382
2025-10,hist_gradient_boosting,1,0.14496523632428934,0.19761702821413998,0.01677190894212119,0.13169187681327219,0.15823859583530653,1382
2025-10,hist_gradient_boosting,2,0.14314046294806332,0.19623347941924732,0.01817928954993595,0.13004217742126858,0.15623874847485808,1382
2025-10,catboost,1,0.1236860811539671,0.19211213846832323,-0.021630951006104963,0.11153057038098735,0.13584159192694686,1382
